;; -*- coding: utf-8 -*--
a-kui-na 阿奎那
shen-fen-quan 身份权
shen-han-wu-po 神汉巫婆
shen-he-yi-wu 审核义务
shen-hui-shi-su-song 审回式诉讼
shen-ji 审计
shen-ji-fa 审计法
shen-ji-guan-xia 审级管辖
shen-kui 沈岿
shen-li 审理
shen-li-yi-ge-fa-lv-guan-xi 审理一个法律关系
shen-mu-zhu 沈木珠
shen-pan 审判
shen-pan-fa-ting 审判法庭
shen-pan-gong-kai 审判公开
shen-pan-guan-xia 审判管辖
shen-pan-jian-du-cheng-xu 审判监督程序
shen-pan-quan 审判权
shen-pan-wei-yuan-hui 审判委员会
shen-pan-yuan 审判员
shen-pan-zhang 审判长
shen-pan-zhi-du 审判制度
shen-pan-zhi-neng 审判职能
shen-qing 申请
shen-qing-fu-yi 申请复议
shen-qing-hui-bi 申请回避
shen-qing-hui-bi-quan 申请回避权
shen-qing-ren 申请人
shen-qing-zai-xian-yuan-ze 申请在先原则
shen-su 申诉
shen-su-quan 申诉权
shen-su-zhuang 申诉状
shen-xian 审限
shen-xue-fa-xue 神学法学
shen-yi 审议
shen-zong-ling 沈宗灵
sheng-chan-biao-ji 生产标记
sheng-chan-xiao-shou-wei-lie-shang-pin-zui 生产销售伪劣商品罪
sheng-chan-zhi-xu 生产秩序
sheng-chan-zi-liao 生产资料
sheng-cun-quan 生存权
sheng-hong 盛洪
sheng-ming 声明
sheng-ming-ji-neng-sun-hai-shuo 生命机能损害说
sheng-ming-jian-kang-quan 生命健康权
sheng-ming-kai-shi-shi-qi 生命开始时期
sheng-ming-quan 生命权
sheng-ming-zhong-zhi-shi-qi 生命终止时期
sheng-qian-xing-wei 生前行为
sheng-ren-da 省人大
sheng-su 胜诉
sheng-wei 省委
sheng-xiao 生效
sheng-xiao-shi-jian 生效时间
sheng-xiao-yao-jian 生效要件
sheng-yu 声誉
sheng-zheng-fu 省政府
shi-chang-jing-ji 市场经济
shi-de-wu 拾得物
shi-er-biao-fa 十二表法
shi-fang 释放
shi-ge 适格
shi-ge-zhu-ti 适格主体
shi-gu-ze-ren-bi-li-de-que-ding 事故责任比例的确定
shi-hai-fan 实害犯
shi-hai-gu-yi 实害故意
shi-hang-xing 适航性
shi-hang-zheng-shu 适航证书
shi-hou-bu-neng 事后不能
shi-hou-fang-wei 事后防卫
shi-hou-gu-yi 事后故意
shi-hou-shen-ji 事后审计
shi-hou-shou-hui 事后受贿
shi-huo-zui 失火罪
shi-ji-cheng-yun-ren 实际承运人
shi-ji-chun 史际春
shi-ji-cun-zai-de-bu-fa-qin-hai 实际存在的不法侵害
shi-ji-lv-xing 实际履行
shi-ji-pei-chang 实际赔偿
shi-ji-pei-fu 实际赔付
shi-ji-quan-sun 实际全损
shi-ji-sun-shi 实际损失
shi-jian 事件
shi-jian-fa-lv-xing-wei 实践法律行为
shi-jian-he-tong 实践合同
shi-jian-li-xing 实践理性
shi-jian-xiao-li 时间效力
shi-jian-xing-xing-wei 实践性行为
shi-jie-gu-dai-shi 世界古代史
shi-jie-jin-dai-shi 世界近代史
shi-jie-mao-yi-zu-zhi 世界贸易组织
shi-jie-xian-dai-shi 世界现代史
shi-mi 失密
shi-qi 始期
shi-qian-fang-wei 事前防卫
shi-qian-gu-yi 事前故意
shi-qian-shen-ji 事前审计
shi-qian-shou-hui 事前受贿
shi-qian-wu-tong-mou-de-gong-fan 事前无通谋的共犯
shi-qian-you-tong-mou-de-gong-fan 事前有通谋的共犯
shi-ren-zheng-shu 适任证书
shi-shang-kuan 史尚宽
shi-shi-bu-neng-fan 事实不能犯
shi-shi-bu-qing 事实不清
shi-shi-cuo-wu 事实错误
shi-shi-fu-yang-guan-xi 事实抚养关系
shi-shi-he-tong 事实合同
shi-shi-hun-yin 事实婚姻
shi-shi-pan-duan 事实判断
shi-shi-qiang-zhi 实施强制
shi-shi-qiu-shi 实事求是
shi-shi-shang-de-gu-yong-guan-xi 事实上的雇佣关系
shi-shi-tiao-li 实施条例
shi-shi-xi-ze 实施细则
shi-shi-xin-wen 事实新闻
shi-shi-xing-wei 事实行为
shi-shi-zuo-pin 事实作品
shi-ta-mu-le 施塔姆勒
shi-ti-fa 实体法
shi-wu-guan-xia 事物管辖
shi-wu-jiao-ge 实物交割
shi-wu-lv-xing 实物履行
shi-wu-xing-gong-zuo 事务性工作
shi-xiao 时效
shi-xiao-tiao-jian 失效条件
shi-xiao-zhong-duan 时效中断
shi-xiao-zhong-zhi 时效中止
shi-xing-fan 实行犯
shi-xing-fan-guo-xian 实行犯过限
shi-xing-gai-zhi 实行改制
shi-xing-hou 施行后
shi-xing-xing-wei 实行行为
shi-xing-zhong-liao-wei-sui 实行终了未遂
shi-xing-zhong-liao-zhong-zhi 实行终了中止
shi-xing-zhong-zhi 实行中止
shi-yong 适用
shi-yong-fa-lv 适用法律
shi-yong-gai-si-fa-jie-shi-pan-jue 适用该司法解释判决
shi-yong-quan 使用权
shi-yong-xin-xing 实用新型
shi-yong-xin-xing-zhuan-li 实用新型专利
shi-yong-xin-xing-zhuan-li-quan 实用新型专利权
shi-yong-xing 实用性
shi-yong-xu-ke 使用许可
shi-yong-zai-xian 使用在先
shi-zhi-de-qin-shou-fan 实质的亲手犯
shi-zhi-fan 实质犯
shi-zhi-xing-gai-bian 实质性改变
shi-zhi-xing-shen-cha 实质性审查
shi-zhi-xing-te-dian 实质性特点
shi-zong 失踪
shi-zong-ren 失踪人
shou-an 收案
shou-duan-bu-neng-fan 手段不能犯
shou-duan-cuo-wu 手段错误
shou-fa 守法
shou-fan 首犯
shou-hui-feng-xian 收汇风险
shou-hui-tu-di-shi-yong-quan 收回土地使用权
shou-hui-zui 受贿罪
shou-huo-ren 收货人
shou-jian 兽奸
shou-jiao-yu-quan 受教育权
shou-kuan-ren 受款人
shou-kuan-wei-tuo-jie-suan 收款委托结算
shou-ling 受领
shou-quan 授权
shou-quan-shi-yong 授权使用
shou-quan-xu-ke-zheng 授权许可证
shou-quan-zi-ben-zhi 授权资本制
shou-sun-fang-fang-zhi-sun-shi-kuo-da-de-yi-wu 受损方防止损失扩大的义务
shou-tuo-ren-de-yi-wu 受托人的义务
shou-xin-he-tong 授信合同
shou-xin-tuo-ren 受信托人
shou-yang 收养
shou-yang-fa 收养法
shou-yang-guan-xi 收养关系
shou-yang-ren 收养人
shou-yao-fen-zi 首要分子
shou-yi 受益
shou-yi 收益
shou-yi-quan 收益权
shou-yi-ren 受益人
shou-yi-ren-bu-chang-yuan-ze 受益人补偿原则
shou-zai-qi 受载期
shou-zhong-hua-ren-min-gong-he-guo-fa-lv-bao-hu 受中华人民共和国法律保护
shu-bo-te 舒伯特
shu-dan 赎单
shu-fa-zuo-pin 书法作品
shu-guo-ying 舒国滢
shu-hu-da-yi-guo-shi 疏忽大意过失
shu-ji-yuan 书记员
shu-ju-ku 数据库
shu-mian-he-tong 书面合同
shu-mian-xing-shi 书面形式
shu-ming-quan 署名权
shu-ren-fa 属人法
shu-zheng 书证
shu-zui-bing-fa 数罪并罚
shuang-bei-pei-chang 双倍赔偿
shuang-bian-chong-tu-gui-fan 双边冲突规范
shuang-ceng-ci-de-xuan-ze-gou-cheng 双层次的选择构成
shuang-chong-zheng-shui 双重征税
shuang-fang-dai-li 双方代理
shuang-fang-fa-lv-xing-wei 双方法律行为
shuang-kong-zhang-hu 双控帐户
shuang-wu-he-tong 双务合同
shui-chan-yun-shu 水产运输
shui-fa 税法
shui-lv 税率
shui-shou-zheng-shou-guan-li-fa 税收征收管理法
shui-wu-ran-shui-zhi-li-yuan-ze 谁污染谁治理原则
shui-zi-xian 水渍险
shuo-ming-shu 说明书
shuo-ming-yi-wu 说明义务
si-bin-nuo-sha 斯宾诺莎
si-cang-qiang-zhi-dan-yao-zui 私藏枪支弹药罪
si-da-ban-zi 四大班子
si-fa 司法
si-fa 私法
si-fa-bu 司法部
si-fa-chu-fen 司法处分
si-fa-du-li 司法独立
si-fa-gai-ge 司法改革
si-fa-gong-zuo-ren-yuan 司法工作人员
si-fa-ji-guan 司法机关
si-fa-ji-guan-tong-qun-zhong-xiang-jie-he 司法机关同群众相结合
si-fa-jie-shi 司法解释
si-fa-ju-liu 司法拘留
si-fa-kao-shi 司法考试
si-fa-quan 司法权
si-fa-shen-cha-quan 司法审查权
si-fa-shi-wu 司法实务
si-fa-ti-zhi 司法体制
si-fa-ti-zhi-gai-ge 司法体制改革
si-fa-wen-shu 司法文书
si-fa-xie-zhu 司法协助
si-fang-de-bei-gao 四方的被告
si-fang-zui-fan-zui 私放罪犯罪
si-huan 死缓
si-li-jiu-ji 私力救济
si-quan-li 私权利
si-she-fen-zhi-ji-gou 私设分支机构
si-su 私诉
si-wang 死亡
si-wang-bu-chang-jin 死亡补偿金
si-xing 死刑
si-xing-huan-qi-zhi-xing 死刑缓期执行
si-yi-xin-tuo 私益信托
si-ying-qi-ye 私营企业
si-zi-jie-shou-wei-tuo 私自接受委托
song-da 送达
song-da-dai-shou-ru 送达代收入
song-da-ji-guan 送达机关
song-da-qi-jian 送达期间
song-da-ren 送达人
song-da-zheng 送达证
song-gun 讼棍
song-shi 讼师
song-ying-hui 宋英辉
song-zheng-zhuan-li 讼争专利
sou-cha 搜查
sou-cha-zheng 搜查证
su-ge-la-di 苏格拉底
su-ji-li 溯及力
su-li 苏力
su-qian-bao-quan 诉前保全
su-qian-bao-quan-shen-qing 诉前保全申请
su-qian-cai-chan-bao-quan 诉前财产保全
su-qian-fei 速遣费
su-qian-kou-chuan 诉前扣船
su-qian-zheng-ju-bao-quan 诉前证据保全
su-qing 诉请
su-qiu-jiu-fen 诉求纠纷
su-song 诉讼
su-song-biao-di 诉讼标的
su-song-biao-di-e 诉讼标的额
su-song-can-yu-ren 诉讼参与人
su-song-cheng-xu 诉讼程序
su-song-dai-li 诉讼代理
su-song-dai-li-ren 诉讼代理人
su-song-di-wei 诉讼地位
su-song-fa 诉讼法
su-song-fei-yong 诉讼费用
su-song-guan-xia 诉讼管辖
su-song-ji-chu 诉讼基础
su-song-jie-duan 诉讼阶段
su-song-ke-ti 诉讼客体
su-song-neng-li 诉讼能力
su-song-qing-qiu 诉讼请求
su-song-quan-li 诉讼权利
su-song-shen-li 诉讼审理
su-song-shi-xiao 诉讼时效
su-song-wen-shu 诉讼文书
su-song-xing-shi 诉讼形式
su-song-xing-wei 诉讼行为
su-song-yi-wu 诉讼义务
su-song-zhong-jie 诉讼终结
su-song-zhong-zhi 诉讼中止
su-song-zhu-ti 诉讼主体
su-yong-qin 苏永钦
su-zhuang 诉状
sun-hai-pei-chang 损害赔偿
sun-xian-zhong 孙宪忠
sun-xiao-xia 孙笑侠
sun-yi-fen-pei 损益分配
suo-hui 索贿
suo-pei 索赔
suo-pei-tong-zhi-shu 索赔通知书
suo-you-quan 所有权
suo-you-quan-de-bao-hu-fang-fa 所有权的保护方法
suo-you-quan-de-pao-qi 所有权的抛弃
suo-you-quan-de-qu-de 所有权的取得
suo-you-quan-de-xiao-mie 所有权的消灭
suo-you-quan-de-zhuan-yi 所有权的转移
suo-you-wu 所有物
ta-wu-quan 他物权
ta-xiang-quan-zheng 他项权证
ta-yi-xin-tuo 他益信托
tai-er-de-quan-li-neng-li 胎儿的权利能力
tan-bing 谭兵
tan-fan-ye-shui 摊贩业税
tan-he-shi-su-song 弹劾式诉讼
tan-shi-gui 谭世贵
tan-wu-an 贪污案
tan-wu-zui 贪污罪
tao-hui 逃汇
tao-hui 套汇
tao-qi-bao-zhi-he-yue 套期保值合约
tao-zhi-rang-shou 套值让售
te-bie-fa 特别法
te-bie-fu-jia-xian 特别附加险
te-bie-gu 特别股
te-bie-guo-shi 特别过失
te-bie-shou-quan 特别授权
te-ding-ti-qu-kuan 特定提取款
te-ding-wu 特定物
te-ding-wu-zhi-zhai 特定物之债
te-ding-yi-wu 特定义务
te-shu-cheng-xu 特殊程序
te-shu-de-fan-zui-gou-cheng 特殊的犯罪构成
te-shu-de-gong-tong-qin-quan-sun-hai-pei-chang 特殊的共同侵权损害赔偿
te-shu-du-zhi-zui 特殊渎职罪
te-shu-fu-jia-xian 特殊附加险
te-shu-gong-fan 特殊共犯
te-shu-qin-quan-sun-hai-pei-chang 特殊侵权损害赔偿
te-shu-shen-fen 特殊身份
te-shu-xian 特殊险
te-shu-zhu-ti 特殊主体
te-wu-zui 特务罪
te-xu-jia-meng 特许加盟
te-you-ming-cheng 特有名称
te-yue-jing-xiao 特约经销
te-yue-shang-hu 特约商户
te-zhong-jiao-yi 特种交易
te-zhong-jing-ji-shang 特种经纪商
ti-cun 提存
ti-dai-zheng-yi-jie-jue-fang-shi 替代争议解决方式
ti-dan 提单
ti-dan-bei-shu-zhuan-rang 提单背书转让
ti-dan-chi-you-ren 提单持有人
ti-dan-de-he-fa-zhuan-rang 提单的合法转让
ti-dan-guan-xia-quan-tiao-kuan 提单管辖权条款
ti-dan-mian-ze-tiao-kuan 提单免责条款
ti-dan-qi-zha 提单欺诈
ti-dan-qin-quan 提单侵权
ti-fa-nue-dai-bei-jian-guan-ren-yuan-zui 体罚虐待被监管人员罪
ti-huo-tong-zhi-shu 提货通知书
ti-qi-gong-su 提起公诉
ti-qi-su-song 提起诉讼
ti-qi-xing-shi-su-song 提起刑事诉讼
ti-qing-fu-he 提请复核
ti-shi-fu-kuan-qi-xian 提示付款期限
tian-cheng-you 田成有
tian-fu 添附
tian-ping-an 田平安
tian-ran-zi-xi 天然孳息
tiao-jie 调解
tiao-kuan 条款
tiao-yue 条约
tiao-yue-fa 条约法
tie-lu-huo-wu-yun-shu-he-tong 铁路货物运输合同
tie-lu-huo-yun-dan 铁路货运单
tie-lu-jiao-tong-shi-gu 铁路交通事故
tie-shui-cun-kuan 贴水存款
tie-shui-dai-kuan 贴水贷款
tie-xian 贴现
ting-shen 庭审
ting-xin-liu-zhi 停薪留职
ting-zhi-qin-hai 停止侵害
ting-zhi-tiao-jian 停止条件
ting-zhi-zhi-fu 停止支付
ting-zu 停租
tong-an-bei-gao-ren 同案被告人
tong-an-fan 同案犯
tong-feng-quan 通风权
tong-gao 统稿
tong-gu-tong-quan 同股同权
tong-guo-yi-an 通过议案
tong-ji 通缉
tong-ji-ling 通缉令
tong-jian 通奸
tong-ju-yi-wu 同居义务
tong-lei-rong-ti 同类容体
tong-shi-lv-xing-kang-bian-quan 同时履行抗辩权
tong-ye-chai-jie 同业拆借
tong-ye-jing-zheng-guan-xi 同业竞争关系
tong-yi-hai-shi-qing-qiu 同一海事请求
tong-yi-ze-ren-zhi 统一责任制
tong-zhi-de-xuan-ze-gou-cheng 同质的选择构成
tong-zhi-shu 通知书
tong-zhi-wei 童之伟
tong-zhi-xing 通知行
tong-zhi-yi-wu 通知义务
tong-zhi-zhi-xu 统治秩序
tou-bao-ren 投保人
tou-bao-xian-bie 投保险别
tou-biao 投标
tou-di-pan-bian-zui 投敌叛变罪
tou-du-zui 投毒罪
tou-ji-dao-ba 投机倒把
tou-ji-dao-ba-zui 投机倒把罪
tou-jian 偷奸
tou-shui-zui 偷税罪
tou-yue-guo-bian-jing-zui 偷越国边境罪
tou-zhi 透支
tou-zhi-jiao-yi 透支交易
tou-zhi-zhi-piao 透支支票
tou-zi 投资
tou-zi-ji-jin 投资基金
tou-zi-ru-gu 投资入股
tou-zi-zheng-ce 投资政策
tou-zi-zheng-duan 投资争端
tou-zi-zong-e 投资总额
tu-di-cheng-bao-jing-ying-he-tong 土地承包经营合同
tu-di-cheng-bao-jing-ying-quan 土地承包经营权
tu-di-chu-rang-jin 土地出让金
tu-di-deng-ji 土地登记
tu-di-ding-zhe-wu 土地定着物
tu-di-fa 土地法
tu-di-guan-li-fa 土地管理法
tu-di-guo-you 土地国有
tu-di-kai-fa-shi-yong-quan 土地开发使用权
tu-di-mai-mai 土地买卖
tu-di-quan-shu-bian-geng-deng-ji 土地权属变更登记
tu-di-quan-shu-zheng-yi 土地权属争议
tu-di-que-quan 土地确权
tu-di-shi-yong-quan 土地使用权
tu-di-shi-yong-quan-chu-rang 土地使用权出让
tu-di-shi-yong-quan-di-ya 土地使用权抵押
tu-di-shi-yong-shui 土地使用税
tu-di-zheng 土地证
tu-di-zheng-li 土地整理
tu-di-zheng-shou 土地征收
tu-di-zheng-yong 土地征用
tu-di-zhuan-rang 土地转让
tu-di-zhuan-rang-guo-hu 土地转让过户
tu-di-zu-lin 土地租赁
tu-fa-gu-yi 突发故意
tu-gai 涂改
tu-ran-gu-yi 突然故意
tu-shu-chu-ban 图书出版
tu-zai-shui 屠宰税
tui-ce-de-qin-hai 推测的侵害
tui-ding-jiao-huo 推定交货
tui-ding-quan-sun 推定全损
tui-ding-xing-wei 推定行为
tui-duan-you-li 推断有理
tui-fan 推翻
tui-gu 退股
tui-hui-bu-chong-zhen-cha 退回补充侦查
tui-huo 退货
tui-huo 退伙
tui-kuan-ze-ren 退款责任
tui-pei 退赔
tuo-fa-xing-wei 脱法行为
tuo-hang 拖航
tuo-hang-he-tong 拖航合同
tuo-ma-si-a-kui-na 托马斯阿奎那
tuo-shou 托收
tuo-tao-zui 脱逃罪
tuo-yan-lv-xing-zhi-ze 拖延履行职责
tuo-yun-dan 托运单
tuo-yun-ren 托运人
wai-bi 外币
wai-ceng-kong-jian-fa 外层空间法
wai-guan-she-ji 外观设计
wai-guan-she-ji-zhuan-li 外观设计专利
wai-guo-fa-zhi-shi 外国法制史
wai-guo-gong-si 外国公司
wai-guo-gong-si-de-ren-xu 外国公司的认许
wai-guo-ren-de-quan-li-neng-li 外国人的权利能力
wai-guo-ren-ru-jing-chu-jing-guan-li-fa 外国人入境出境管理法
wai-guo-ren-zai-shou-yang-zi-nv-deng-ji-ban-fa 外国人在收养子女登记办法
wai-guo-zhong-cai-cai-jue-gong-yue 外国仲裁裁决公约
wai-hui 外汇
wai-hui-e-du-dan-bao 外汇额度担保
wai-hui-mai-mai 外汇买卖
wai-jiao-guan-xi-fa 外交关系法
wai-mao-dai-li 外贸代理
wai-mao-zhong-cai 外贸仲裁
wai-qu-cuan-gai-ta-ren-zuo-pin 歪曲篡改他人作品
wai-shang-tou-zi-qi-ye-fa 外商投资企业法
wai-zi-qi-ye 外资企业
wan-hu-zhi-shou-zui 玩忽职守罪
wan-jie-de-fan-zui-gou-cheng 完结的犯罪构成
wan-quan-guo-shi-ze-ren-zhi 完全过失责任制
wan-quan-pian-li 完全偏离
wan-quan-wu-quan 完全物权
wan-quan-xing-wei-neng-li 完全行为能力
wan-zheng-de-ji-shu-fang-an 完整的技术方案
wang-chen-guang 王晨光
wang-ding-ding 汪丁丁
wang-fa-cai-pan-zui 枉法裁判罪
wang-han 王瀚
wang-jian 王健
wang-jian-cheng 汪建成
wang-lei 王磊
wang-li-min 王立民
wang-li-ming 王利明
wang-luo-zuo-pin 网络作品
wang-que-xing-wei 忘却行为
wang-shi-zhou 王世洲
wang-xi-xin 王锡锌
wang-yi 王怡
wang-yong 王涌
wang-ze-jian 王泽鉴
wang-zhuang-ze-ren-zhi 网状责任制
wei-bei-fu-nv-yi-zhi 违背妇女意志
wei-cheng-nian-ren 未成年人
wei-cheng-nian-ren-quan-yi-bao-zhang 未成年人权益保障
wei-di-san-ren-li-yi-he-tong 为第三人利益合同
wei-di-san-ren-li-yi-suo-ding-li-he-tong 为第三人利益所订立合同
wei-fa 违法
wei-fa-de-cun-gui-min-yue 违法的村规民约
wei-fa-guang-gao 违法广告
wei-fa-suo-de 违法所得
wei-fa-xing-wei 违法行为
wei-fa-yao-qiu-lv-xing-yi-wu 违法要求履行义务
wei-fa-ze-ren-yuan-ze 违法责任原则
wei-fan-guo-jing-wei-sheng-jian-yi-gui-ding-zui 违反国境卫生检疫规定罪
wei-fan-su-song-cheng-xu 违反诉讼程序
wei-fan-wei-xian-pin-guan-li-gui-ding-zhao-shi-zui 违反危险品管理规定肇事罪
wei-fan-xing-fa-xing 违反刑法性
wei-fan-zheng-ce-gui-ding-zi-zhi-hang-ye-biao-zhun 违反政策规定自制行业标准
wei-fu 委付
wei-hai-gong-gong-an-quan-zui 危害公共安全罪
wei-hu-she-hui-gong-ping-zheng-yi 维护社会公平正义
wei-jin-wu 违禁物
wei-jing-xu-ke-shi-yong 未经许可使用
wei-jue-fan 未决犯
wei-liao-wei-sui 未了未遂
wei-liao-zhong-zhi 未了中止
wei-sen 韦森
wei-shi-xing-zhong-liao-wei-sui 未实行终了未遂
wei-shi-xing-zhong-liao-zhong-zhi 未实行终了中止
wei-sui-de-jiao-suo 未遂的教唆
wei-tuo 委托
wei-tuo-bian-hu 委托辩护
wei-tuo-bian-hu-ren 委托辩护人
wei-tuo-bu-ming 委托不明
wei-tuo-chuang-zuo 委托创作
wei-tuo-chuang-zuo-zuo-pin 委托创作作品
wei-tuo-cun-kuan 委托存款
wei-tuo-dai-guan 委托代管
wei-tuo-dai-kuan 委托贷款
wei-tuo-dai-li 委托代理
wei-tuo-dai-li-he-tong 委托代理合同
wei-tuo-dai-li-ren 委托代理人
wei-tuo-gou-mai-he-tong 委托购买合同
wei-tuo-he-tong 委托合同
wei-tuo-jia-gong-he-tong 委托加工合同
wei-tuo-kai-fa 委托开发
wei-tuo-song-da 委托送达
wei-tuo-wu 委托物
wei-tuo-zuo-pin 委托作品
wei-wan-cheng-de-ji-shu-fang-an 未完成的技术方案
wei-xian-fan 危险犯
wei-xian-gu-yi 危险故意
wei-xian-ze-ren-yuan-ze 危险责任原则
wei-xian-zuo-ye 危险作业
wei-yi-dai-biao 唯一代表
wei-yue 违约
wei-yue-jin 违约金
wei-yue-ze-ren 违约责任
wei-zao 伪造
wei-zao-dan-ju 伪造单据
wei-zao-dan-zheng 伪造单证
wei-zao-gong-wen-zheng-jian-yin-zhang-zui 伪造公文证件印章罪
wei-zao-guo-jia-huo-bi-zui 伪造国家货币罪
wei-zao-ji-hua-gong-ying-piao-zheng-zui 伪造计划供应票证罪
wei-zao-qian-zhang-de-xiao-li 伪造签章的效力
wei-zao-ti-dan-de-xiao-li 伪造提单的效力
wei-zao-you-jia-piao-zheng-zui 伪造有价票证罪
wei-zao-you-jia-zheng-quan-zui 伪造有价证券罪
wei-zhen-ying 魏振瀛
wei-zheng-zui 伪证罪
wei-zhuang-de-fa-lv-xing-wei 伪装的法律行为
wen-gao-jing-jia 文稿竞价
wen-xue-ju-ben 文学剧本
wen-yi-fu-xing-shi-qi-fa-lv 文艺复兴时期法律
wen-yi-zheng-quan 文义证券
wen-zheng-bang 文正邦
wo-cang-zui 窝藏罪
wo-zang-zui 窝赃罪
wu-bao-hu-yi-chan-ji-cheng 五保户遗产继承
wu-ben-zhi-mu 无本之木
wu-chang-fa-lv-xing-wei 无偿法律行为
wu-chang-he-tong 无偿合同
wu-chang-hua-bo 无偿划拨
wu-chang-zhan-you 无偿占有
wu-chuan-cheng-yun-ren 无船承运人
wu-dan-fang-huo 无单放货
wu-dan-ti-huo 无单提货
wu-fa-hui-bi 无法廻避
wu-gao 诬告
wu-gao-fan-zuo 诬告反坐
wu-gao-xian-hai-zui 诬告陷害罪
wu-gong-fei 误工费
wu-gong-sun-shi 误工损失
wu-guo-cuo-yuan-ze 无过错原则
wu-guo-cuo-ze-ren 无过错责任
wu-guo-ji-ren 无国籍人
wu-ji-ming-gong-si-zhai 无记名公司债
wu-ji-ming-you-jia-zheng-quan 无记名有价证券
wu-ji-ming-zhi-piao 无记名支票
wu-jie 误解
wu-min-shi-xing-wei-neng-li-ren 无民事行为能力人
wu-ming-he-tong 无名合同
wu-qi-tu-xing 无期徒刑
wu-qi-zhuang-bei 武器装备
wu-quan 物权
wu-quan-chu-fen 无权处分
wu-quan-dai-li 无权代理
wu-quan-dai-li-de-zhui-ren 无权代理的追认
wu-quan-de-qing-qiu-quan 物权的请求权
wu-quan-gong-shi-zhi-du 物权公示制度
wu-quan-qi-yue 物权契约
wu-quan-xie-yi-chu-zhi 无权协议处置
wu-quan-xing-wei 物权行为
wu-quan-zhuan-yi-de-yao-jian 物权转移的要件
wu-ren-ji-cheng-yi-chan 无人继承遗产
wu-ru-fu-nv 侮辱妇女
wu-ru-zui 侮辱罪
wu-ti-wu 无体物
wu-tiao-jian-zhi-fu 无条件支付
wu-xian-gong-si 无限公司
wu-xian-ze-ren 无限责任
wu-xiang-fang-wei 误想防卫
wu-xiao-dai-li 无效代理
wu-xiao-dan-bao 无效担保
wu-xiao-he-tong 无效合同
wu-xiao-hun-yin 无效婚姻
wu-xiao-min-shi-fa-lv-guan 无效民事法律关
wu-xiao-min-shi-xing-wei 无效民事行为
wu-xiao-tiao-kuan 无效条款
wu-xiao-wu-chou-yuan-ze 无效无酬原则
wu-xiao-xie-yi 无效协议
wu-xiao-yue-ding 无效约定
wu-xing-cai-chan 无形财产
wu-xing-cong-fan 无形从犯
wu-xing-de-jie-guo 无形的结果
wu-xing-gong-fan 无形共犯
wu-xing-mao-yi 无形贸易
wu-xing-sun-hai 无形损害
wu-xing-wei-neng-li-ren 无行为能力人
wu-xing-zi-chan 无形资产
wu-ye-guan-li 物业管理
wu-yin-guan-li 无因管理
wu-yin-xing-wei 无因行为
wu-yin-zheng-quan 无因证券
wu-yuan-zhi-shui 无源之水
wu-zheng-ben-ti-dan-fang-huo 无正本提单放货
wu-zheng-ben-ti-dan-ti-huo 无正本提单提货
wu-zheng-jian-yan 物证检验
wu-zhi-cong-fan 物质从犯
wu-zhi-pan 吴志攀
wu-zhi-xing-jie-guo 物质性结果
wu-zhu-wu 无主物
wu-zi-ge 无资格
wu-zui-shi-fang 无罪释放
xi-chan 析产
xi-fang-fa-lv-si-xiang-shi 西方法律思想史
xi-fang-zhe-xue-shi 西方哲学史
xi-guan-fa 习惯法
xi-ju-dao-yan-de-shu-ming-quan 戏剧导演的署名权
xi-ju-zuo-pin 戏剧作品
xi-sai-luo 西塞罗
xia-ci 瑕疵
xia-ci-dan-bao-ze-ren 瑕疵担保责任
xia-ci-ji-fu 瑕疵给付
xia-ci-zheng-ju 瑕疵证据
xia-gang-gong-ren-quan-yi-bao-zhang 下岗工人权益保障
xia-yi-de-xing-shi-su-song-fa 狭义的刑事诉讼法
xia-yong 夏勇
xian-chang-kan-yan 现场勘验
xian-dai-zhe-li-fa-xue 现代哲理法学
xian-e-pei-chang 限额赔偿
xian-fa 宪法
xian-fa-gui-fan 宪法规范
xian-fa-shi 宪法史
xian-fa-xing-wen-jian 宪法性文件
xian-fa-xiu-zheng-an 宪法修正案
xian-huo-jiao-ge 现货交割
xian-huo-jiao-yi 现货交易
xian-jin-mai-mai 现金买卖
xian-jing-gou-mai 陷阱购买
xian-lv-xing-kang-bian-quan 先履行抗辩权
xian-mai-quan 先买权
xian-qi-gai-zheng 限期改正
xian-ren-da 县人大
xian-shen-qing-yuan-ze 先申请原则
xian-shi-gong-ping 显失公平
xian-shi-gong-zheng 显失公正
xian-shi-ke-ti 现实客体
xian-shi-wei-xian 现实危险
xian-shi-zhu-yi-fa-xue 现实主义法学
xian-su-kang-bian-quan 先诉抗辩权
xian-wei 县委
xian-xing-fan 现行犯
xian-xing-fan-ge-ming-fan 现行反革命犯
xian-xing-lv-xing-kang-bian-quan 先行履行抗辩权
xian-yi-jun-ren 现役军人
xian-yong-quan 先用权
xian-you-ji-shu 现有技术
xian-yu-pei-chang 先予赔偿
xian-yu-zhi-xing 先予执行
xian-zhan 先占
xian-zheng 宪政
xian-zheng-fu 县政府
xian-zhi-liu-tong-wu 限制流通物
xian-zhi-min-shi-xing-wei-neng-li-ren 限制民事行为能力人
xian-zhi-wu-quan 限制物权
xian-zhi-xing-wei-neng-li 限制行为能力
xian-zhi-ze-ren-neng-li 限制责任能力
xiang-dui-bu-neng-fan 相对不能犯
xiang-dui-fu-xing-shi-ze-ren-shi-qi 相对负刑事责任时期
xiang-dui-quan 相对权
