;; -*- coding: utf-8 -*--
a-li-tong 阿里通
chao-ji-cao-zuo 超级操作
chao-ji-fu-wu-qi 超级服务器
chao-ji-ji-suan 超级计算
chao-ji-ji-suan-ji 超级计算机
chao-ji-shi-pin-tu-xing-shi-pei-qi 超级视频图形适配器
chao-ji-xiao-xing-ji-suan-ji 超级小型计算机
chao-ji-xun-jing 超级巡警
chao-ji-ying-die 超级影碟
chao-jian 抄件
chao-lei 超类
chao-li-fang-ti 超立方体
chao-lian-jie 超链接
chao-liu-shui-xian 超流水线
chao-liu-shui-xian-jie-gou 超流水线结构
chao-mei-ti 超媒体
chao-qian-bu-chang 超前补偿
chao-shan-qu 超扇区
chao-sheng-bo-chuan-gan-qi 超声波传感器
chao-shi 超时
chao-shi-kong-zhi 超时控制
chao-shi-pin 超视频
chao-tu-shu-ju-jie-gou 超图数据结构
chao-wen-ben 超文本
chao-wen-ben-chuan-shu-xie-yi 超文本传输协议
chao-wen-ben-chuan-song-xie-yi 超文本传送协议
chao-wen-ben-zhi-biao-yu-yan 超文本置标语言
chao-xian-wen 朝鲜文
chao-yan-yi 超演绎
chao-yu-jie-shi 超预解式
che-chu 撤除
che-xiao 撤消
che-xiao-huan-yuan 撤销还原
che-xiao-yuan-yu 撤消原语
chen-bi-du 衬比度
chen-di 衬底
chen-jin-shi-xu-ni-xian-shi 沉浸式虚拟现实
chen-shu-xing-zhi-shi 陈述性知识
cheng-ben-xiao-yi-fen-xi 成本效益分析
cheng-fa-qi 乘法器
cheng-fen-yu-yi-xue 成分语义学
cheng-ji-mi-ma 乘积密码
cheng-ji-qu-mian 乘积曲面
cheng-nuo 承诺
cheng-shang-ji-cun-qi 乘商寄存器
cheng-shu-du 成熟度
cheng-xiang 成像
cheng-xu-bao-hu 程序保护
cheng-xu-bian-yi 程序变异
cheng-xu-chi 程序池
cheng-xu-chong-ding-wei 程序重定位
cheng-xu-chong-shi 程序重试
cheng-xu-cun-chu-ji-suan-ji 程序存储计算机
cheng-xu-dai-shu 程序代数
cheng-xu-diao-du-cheng-xu 程序调度程序
cheng-xu-duan 程序段
cheng-xu-duan-biao 程序段表
cheng-xu-dui-huan 程序对换
cheng-xu-fen-ye-gong-neng 程序分页功能
cheng-xu-gao-shou 程序高手
cheng-xu-ge-li 程序隔离
cheng-xu-ge-shi 程序格式
cheng-xu-gui-yue 程序规约
cheng-xu-hua-fen 程序划分
cheng-xu-ji-cun-qi 程序寄存器
cheng-xu-ji-he 程序集合
cheng-xu-ji-shu-qi 程序计数器
cheng-xu-jie-xian-jian-kong 程序界限监控
cheng-xu-ju-bu-xing 程序局部性
cheng-xu-kong-zhi 程序控制
cheng-xu-ku 程序库
cheng-xu-kuai 程序块
cheng-xu-kuo-zhan 程序扩展
cheng-xu-li-jie 程序理解
cheng-xu-luo-ji-dan-yuan 程序逻辑单元
cheng-xu-min-gan-gu-zhang 程序敏感故障
cheng-xu-que-ren 程序确认
cheng-xu-she-ji 程序设计
cheng-xu-she-ji-fang-fa-xue 程序设计方法学
cheng-xu-she-ji-huan-jing 程序设计环境
cheng-xu-she-ji-ji-shu 程序设计技术
cheng-xu-she-ji-luo-ji 程序设计逻辑
cheng-xu-she-ji-yu-yan 程序设计语言
cheng-xu-she-ji-zhi-chi-huan-jing 程序设计支持环境
cheng-xu-sheng-cheng 程序生成
cheng-xu-sheng-cheng-cheng-xu 程序生成程序
cheng-xu-sheng-cheng-qi 程序生成器
cheng-xu-tan-ce 程序探测
cheng-xu-ti-xi-jie-gou 程序体系结构
cheng-xu-xiu-gai 程序修改
cheng-xu-yan-zheng 程序验证
cheng-xu-yan-zheng-qi 程序验证器
cheng-xu-you-xian-ji 程序优先级
cheng-xu-yuan-zuo-ye 程序员作业
cheng-xu-zan-ting 程序暂停
cheng-xu-zheng-que-xing 程序正确性
cheng-xu-zheng-que-xing-zheng-ming 程序正确性证明
cheng-xu-zhi 程序纸
cheng-xu-zhi-chi-ku 程序支持库
cheng-xu-zhi-liang 程序质量
cheng-xu-zhuan-huan 程序转换
cheng-xu-zhuan-huan-fang-fa 程序转换方法
cheng-xu-zhuang-ru-cao-zuo 程序装入操作
cheng-xu-zhuang-ru-cheng-xu 程序装入程序
cheng-xu-zhuang-tai 程序状态
cheng-xu-zong-he 程序综合
cheng-yu-wang 城域网
cheng-yuan-wen-ti 成员问题
cheng-zi-bu-jian 成字部件
cheng-zu-bian-ma-ji-lu 成组编码记录
cheng-zu-chuan-song 成组传送
cheng-zu-chuan-song-su-lv 成组传送速率
cheng-zu-fen-ye 成组分页
chi-cun-qu-dong 尺寸驱动
chi-du-chuan-gan-qi 尺度传感器
chi-du-kong-jian 尺度空间
chi-jiu-xing 持久性
chong-chuan 重传
chong-die 重叠
chong-die-chu-li 重叠处理
chong-die-ji-cun-qi-chuang-kou 重叠寄存器窗口
chong-ding-xiang 重定向
chong-ding-xiang-cao-zuo-fu 重定向操作符
chong-du 重读
chong-fa 重发
chong-fang-gong-ji 重放攻击
chong-fu-biao-zhi 重复标识
chong-fu-ci-shu-ji-shu-qi 重复次数计数器
chong-fu-jian-yan 重复检验
chong-fu-xing 重复性
chong-fu-xuan-ze-pai-xu 重复选择排序
chong-gou 重构
chong-jian 重建
chong-jian-lv-bo-qi 重建滤波器
chong-kong-xun-jing 虫孔寻径
chong-ma 重码
chong-ma-zi-ci-shu 重码字词数
chong-ru-jian-du-ma 重入监督码
chong-shi 重试
chong-shi-xun-jing 虫蚀寻径
chong-tu 冲突
chong-tu-ji 冲突集
chong-tu-jian-bie 冲突鉴别
chong-tu-jie-gou 冲突结构
chong-tu-tiao-jie 冲突调解
chong-tu-xiang-liang 冲突向量
chong-tu-xiao-jie 冲突消解
chong-xian-ji-qi-ren 重现机器人
chong-xie 重写
chong-xie-gui-ze 重写规则
chong-xin-an-zhuang 重新安装
chong-xin-lian-jie 重新连接
chong-xin-qi-dong 重新启动
chong-xin-yun-xing 重新运行
chong-yan 重演
chong-yan-shi 重言式
chong-yan-shi-gui-ze 重言式规则
chong-ying 重影
chong-you-cheng-xu 重邮程序
chong-you-qi 重邮器
chong-yun-xing-dian 重运行点
chong-zai 重载
chong-zai-fen-xi 重载分析
chong-zu 重组
chong-zuo 重做
chou-e-bao-wen 丑恶报文
chou-mi-xing 稠密性
chou-xiang-ceng-ci 抽象层次
chou-xiang-chuang-kou-gong-ju-xiang 抽象窗口工具箱
chou-xiang-fang-fa 抽象方法
chou-xiang-ji 抽象机
chou-xiang-shu-ju-lei-xing 抽象数据类型
chou-xiang-yu-yan-zu 抽象语言族
chu-cun-ku 储存库
chu-cuo 除错
chu-cuo-chu-li 出错处理
chu-cuo-chu-li-li-cheng 出错处理例程
chu-cuo-deng-ji-cheng-xu 出错登记程序
chu-cuo-feng-suo 出错封锁
chu-cuo-lv 出错率
chu-cuo-wen-jian 出错文件
chu-cuo-zhong-duan 出错中断
chu-cuo-zhong-duan-chu-li 出错中断处理
chu-dian 出点
chu-dian 触点
chu-dian-cha-ba-li 触点插拔力
chu-dian-jian-ju 触点间距
chu-du 出度
chu-fa 除法
chu-fa-hui-lu 除法回路
chu-fa-qi 触发器
chu-fa-qi 除法器
chu-ji-shi-jue 初级视觉
chu-ji-shu-chu 初级输出
chu-ji-shu-ru 初级输入
chu-li-bu-jian 处理部件
chu-li-dan-yuan 处理单元
chu-li-dan-yuan-cun-chu-qi 处理单元存储器
chu-li-ji 处理机
chu-li-ji-dui 处理机对
chu-li-ji-li-yong 处理机利用
chu-li-ji-zhuang-tai-zi 处理机状态字
chu-li-qi 处理器
chu-li-qi-diao-du 处理器调度
chu-li-qi-fen-pei 处理器分配
chu-li-qi-guan-li 处理器管理
chu-li-qi-ji-shu 处理器技术
chu-li-qi-yi-zhi-xing-mo-xing 处理器一致性模型
chu-li-su-du 处理速度
chu-mo-ping 触摸屏
chu-qi-cheng-xu 初启程序
chu-qi-xu-lie 初启序列
chu-shi-biao-zhi 初始标识
chu-shi-cheng-xu-zhuang-ru 初始程序装入
chu-shi-hua 初始化
chu-shi-jian 出事件
chu-shi-mo-xing 初始模型
chu-shi-wei-ma-zhuang-ru 初始微码装入
chu-shi-xu-lie 初始序列
chu-shi-zhuang-ru 初始装入
chu-shi-zhuang-tai 初始状态
chu-xian-wang 出现网
chu-xian-xu-lie 出现序列
chu-zhi 初值
chuan-bing 串并
chuan-bing-zhuan-huan-qi 串并转换器
chuan-bo-cha-cuo 传播差错
chuan-bo-wu-cha 传播误差
chuan-cheng-zi 传承字
chuan-dao-leng-que 传导冷却
chuan-di-bi-bao 传递闭包
chuan-di-han-shu 传递函数
chuan-di-han-shu-yi-lai 传递函数依赖
chuan-di-jian-yue 传递简约
chuan-di-xiang-guan-xing 传递相关性
chuan-di-xing 传递性
chuan-gan-qi 传感器
chuan-gui-yue-ji 串归约机
chuan-hang-da-yin-ji 串行打印机
chuan-hang-jia-fa-qi 串行加法器
chuan-hang-pai-xu 串行排序
chuan-hang-xian-lu-wang-ji-xie-yi 串行线路网际协议
chuan-hua-qi 串化器
chuan-ji-kong-zhi 串级控制
chuan-kong-ka 穿孔卡
chuan-lian-duan-jie 串联端接
chuan-lian-duan-jie-xian 串联端接线
chuan-lian-pi-pei 串联匹配
chuan-lian-zu-ni 串联阻尼
chuan-lian-zu-ni-dian-zu 串联阻尼电阻
chuan-pi-pei 串匹配
chuan-rao 串扰
chuan-rao-fu-du 串扰幅度
chuan-re 传热
chuan-sheng-qi 传声器
chuan-shu 传输
chuan-shu-cuo-wu 传输错误
chuan-shu-kong-zhi-xie-yi 传输控制协议
chuan-shu-mei-ti 传输媒体
chuan-shu-sun-hao 传输损耗
chuan-shu-tong-lu-yan-chi 传输通路延迟
chuan-shu-xian 传输线
chuan-shu-yan-chi 传输延迟
chuan-song 传送
chuan-tong-yu-fa 传统语法
chuan-xian-er-cha-shu 穿线二叉树
chuan-xing-chuan-shu 串行传输
chuan-xing-diao-du 串行调度
chuan-xing-duan-kou 串行端口
chuan-xing-ji-suan-ji 串行计算机
chuan-xing-jia-fa 串行加法
chuan-xing-ren-wu 串行任务
chuan-xing-shu-biao 串行鼠标
chuan-yue-xu-lie 穿越序列
chuan-zhi 传值
chuang-jian-ri-qi 创建日期
chuang-jian-yuan-yu 创建原语
chuang-kou-da-xiao 窗口大小
chuang-kou-han-shu 窗口函数
chuang-kou-shi-xu-ni-xian-shi 窗口式虚拟现实
chuang-zuo-yu-yan 创作语言
chui-tou 锤头
chui-zhi-chu-li 垂直处理
chui-zhi-ci-ji-lu 垂直磁记录
chui-zhi-fen-pian 垂直分片
chun-tong-bu 唇同步
chun-wang 纯网
chun-zhen-ban 纯真版
chun-zheng-ke-gui-yue-xing 纯正可归约性
chuo-hao 绰号
ci-bian-zu-tou 磁变阻头
ci-biao-mian-ji-lu 磁表面记录
ci-cun-chu-qi 磁存储器
ci-dai 磁带
ci-dai-biao-hao 磁带标号
ci-dai-chuan-song-ji-gou 磁带传送机构
ci-dai-ge-shi 磁带格式
ci-dai-hou-yuan-xi-tong 磁带后援系统
ci-dai-ji-ou-jian-yan 磁带奇偶检验
ci-dai-kong-zhi-qi 磁带控制器
ci-dai-ku 磁带库
ci-dai-qu-dong-qi 磁带驱动器
ci-dai-qu-dong-xi-tong 磁带驱动系统
ci-dai-tou-biao 磁带头标
ci-dai-wei-biao 磁带尾标
ci-dao 磁道
ci-dao-ge-shi 磁道格式
ci-dao-gen-zong-ci-fu-xi-tong 磁道跟踪伺服系统
ci-dao-kuan-du 磁道宽度
ci-dao-zhong-xin-ju 磁道中心距
ci-de-shi-yong-du 词的使用度
ci-di-gui-xing 次递归性
ci-dian-xue 词典学
ci-dong-zuo-han-shu 次动作函数
ci-fa 词法
ci-fa-fen-xi 词法分析
ci-fa-fen-xi-qi 词法分析器
ci-fan-chou 词范畴
ci-fen-lei-liu-tong-pin-du 词分类流通频度
ci-gan 词干
ci-gu 磁鼓
ci-guang-cun-chu-qi 磁光存储器
ci-guang-die 磁光碟
ci-hui-fen-xi 词汇分析
ci-hui-gong-neng-yu-fa 词汇功能语法
ci-hui-xue 词汇学
ci-hui-yu-fa 词汇语法
ci-hui-yu-yi-xue 词汇语义学
ci-ji-lu-jie-zhi 磁记录介质
ci-ka 磁卡
ci-lei 词类
ci-liu-tong-pin-du 词流通频度
ci-ma-biao 词码表
ci-mi-yao 次密钥
ci-mo 磁膜
ci-pan 磁盘
ci-pan-cao-zuo-xi-tong 磁盘操作系统
ci-pan-gao-su-huan-cun 磁盘高速缓存
ci-pan-hua-shang 磁盘划伤
ci-pan-jing-xiang 磁盘镜像
ci-pan-kong-zhi-qi 磁盘控制器
ci-pan-rong-yu-zhen-lie 磁盘冗余阵列
ci-pan-shi-pei-qi 磁盘适配器
ci-pan-shuang-gong 磁盘双工
ci-pan-zhen-lie 磁盘阵列
ci-pao 磁泡
ci-pin 词频
ci-qie-fen 词切分
ci-shi-yong-pin-du 词使用频度
ci-su 词素
ci-tiao 磁条
ci-tiao-yue-du-ji 磁条阅读机
ci-tou 磁头
ci-tou-ding-wei-ji-gou 磁头定位机构
ci-tou-du-xie-cao 磁头读写槽
ci-tou-feng-xi 磁头缝隙
ci-tou-jia-zai-ji-gou 磁头加载机构
ci-tou-jia-zai-qu 磁头加载区
ci-tou-qi-luo-qu 磁头起落区
ci-tou-xie-zai-qu 磁头卸载区
ci-xin 磁心
ci-xing 词性
ci-xing-biao-zhu 词性标注
ci-yu-ma 词语码
ci-yu-qie-fen 词语切分
ci-yu-wen-ben 词语文本
ci-yu-xin-xi 词语信息
ci-yuan-xue 词源学
ci-zhan 次站
ci-zhuan-jia-ju-fa-fen-xi 词专家句法分析
cong-zhan 从站
cu-cao-ji 粗糙集
cu-ding-wei 粗定位
cu-li-du 粗粒度
cuan-gai-xin-dao-xin-xi 篡改信道信息
cui-ruo-dian 脆弱点
cun-chu-ban 存储板
cun-chu-bao-hu 存储保护
cun-chu-dai-kuan 存储带宽
cun-chu-dan-yuan 存储单元
cun-chu-fu-gai 存储覆盖
cun-chu-fu-gai-qu 存储覆盖区
cun-chu-gan-rao 存储干扰
cun-chu-guan-li 存储管理
cun-chu-guan-li-bu-jian 存储管理部件
cun-chu-guan-li-ce-lue 存储管理策略
cun-chu-guan-li-fu-wu 存储管理服务
cun-chu-guo-cheng 存储过程
cun-chu-ju-zhen 存储矩阵
cun-chu-kong-jian 存储空间
cun-chu-mei-ti 存储媒体
cun-chu-mi-du 存储密度
cun-chu-mo-kuai 存储模块
cun-chu-mo-kuai-qu-dong-qi-jie-kou 存储模块驱动器接口
cun-chu-pei-zhi 存储配置
cun-chu-qi 存储器
cun-chu-qi-ceng-ci 存储器层次
cun-chu-qi-chong-tu 存储器冲突
cun-chu-qi-cun-chu-ti 存储器存储体
cun-chu-qi-cun-qu-chong-tu 存储器存取冲突
cun-chu-qi-cun-qu-guan-li 存储器存取管理
cun-chu-qi-cun-qu-mo-shi 存储器存取模式
cun-chu-qi-dai-kuan 存储器带宽
cun-chu-qi-fen-pei 存储器分配
cun-chu-qi-fen-pei-cheng-xu 存储器分配程序
cun-chu-qi-fen-pei-li-cheng 存储器分配例程
cun-chu-qi-jiao-cha-cun-qu 存储器交叉存取
cun-chu-qi-ping-jun-fang-wen-shi-jian 存储器平均访问时间
cun-chu-qi-shu-ju-ji-cun-qi 存储器数据寄存器
cun-chu-qi-ting-dun 存储器停顿
cun-chu-qi-wu-chong-tu-cun-qu 存储器无冲突存取
cun-chu-qi-ya-suo 存储器压缩
cun-chu-qi-yi-zhi-xing 存储器一致性
cun-chu-qi-zhi-hou-xie-ru 存储器滞后写入
cun-chu-qi-zong-xian 存储器总线
cun-chu-rong-liang 存储容量
cun-chu-sui-pian 存储碎片
cun-chu-ti 存储体
cun-chu-ti-chong-tu 存储体冲突
cun-chu-xi-tong 存储系统
cun-chu-xin-pian 存储芯片
cun-chu-yuan-jian 存储元件
cun-chu-zai-pei-zhi 存储再配置
cun-chu-zhan 存储栈
cun-chu-zhen-lie 存储阵列
cun-chu-zhou-qi 存储周期
cun-chu-zhuan-fa 存储转发
cun-chu-zhuan-fa-wang 存储转发网
cun-dang-wang-dian 存档网点
cun-gen 存根
cun-qu 存取
cun-qu-bi 存取臂
cun-qu-biao 存取表
cun-qu-chong-tu 存取冲突
cun-qu-dui-lie 存取队列
cun-qu-fan-chou 存取范畴
cun-qu-fang-fa 存取方法
cun-qu-guan-li-cheng-xu 存取管理程序
cun-qu-ji-bie 存取级别
cun-qu-ji-gou 存取机构
cun-qu-ju-jue 存取拒绝
cun-qu-ju-zhen 存取矩阵
cun-qu-kong-zhi 存取控制
cun-qu-kong-zhi-ji-zhi 存取控制机制
cun-qu-lei-xing 存取类型
cun-qu-quan 存取权
cun-qu-shi-jian 存取时间
cun-qu-su-du 存取速度
cun-qu-te-quan 存取特权
cun-qu-tou-ming-xing 存取透明性
cun-qu-wei-li 存取违例
cun-qu-xu-ke 存取许可
cun-zai-liang-ci 存在量词
cuo-jie 错接
cuo-luan-mi-ma 错乱密码
cuo-wu 错误
cuo-wu-bu-huo-li-cheng 错误捕获例程
cuo-wu-chuan-bo-shou-xian-ma 错误传播受限码
cuo-wu-dai-ma 错误代码
cuo-wu-fen-xi 错误分析
cuo-wu-feng-suo 错误封锁
cuo-wu-hui-fu-guo-cheng 错误恢复过程
cuo-wu-jian-yan-ma 错误检验码
cuo-wu-kong-zhi 错误控制
cuo-wu-kong-zhi-ma 错误控制码
cuo-wu-kua-du 错误跨度
cuo-wu-kuo-san 错误扩散
cuo-wu-lei-bie 错误类别
cuo-wu-mo-shi 错误模式
cuo-wu-mo-xing 错误模型
cuo-wu-sa-bo 错误撒播
cuo-wu-shu-ju 错误数据
cuo-wu-tiao-jian 错误条件
cuo-wu-yu-ce 错误预测
cuo-wu-yu-ce-mo-xing 错误预测模型
cuo-wu-zhen-duan 错误诊断
cuo-wu-zhuang-tai-zi 错误状态字
da-bao-an-quan 打包安全
da-ci-biao-yu-yin-shi-bie 大词表语音识别
da-gui-mo-bing-xing-chu-li 大规模并行处理
da-gui-mo-bing-xing-ji-suan-ji 大规模并行计算机
da-gui-mo-bing-xing-ren-gong-zhi-neng 大规模并行人工智能
da-gui-mo-ji-cheng-dian-lu 大规模集成电路
da-ping-mu-xian-shi-qi 大屏幕显示器
da-rong-liang-cun-chu-qi 大容量存储器
da-xian-qie-ting 搭线窃听
da-xing-ji-suan-ji 大型计算机
da-yin-fu-wu-qi 打印服务器
da-yin-ji 打印机
da-yin-ji-ji-xin 打印机机芯
da-yin-tou 打印头
da-yin-zhi-liang 打印质量
da-yu-sou-suo 大于搜索
da-yu-zhong 大语种
dai-biao-hao-fu-yong 带标号复用
dai-biao-hao-xin-dao 带标号信道
dai-fu-hao 带符号
dai-huan-li-fang-ti-wang-luo 带环立方体网络
dai-jia-han-shu 代价函数
dai-jian-shao 带减少
dai-li-fu-wu 代理服务
dai-li-fu-wu-qi 代理服务器
dai-li-zheng-ming-ji-gou 代理证明机构
dai-ma-biao 代码表
dai-ma-kuo-chong 代码扩充
dai-ma-shen-cha 代码审查
dai-ma-shen-ji 代码审计
dai-ma-sheng-cheng 代码生成
dai-ma-sheng-cheng-cheng-xu 代码生成程序
dai-ma-sheng-cheng-qi 代码生成器
dai-ma-yi-dong 代码移动
dai-ma-you-hua 代码优化
dai-ma-zhuan-huan-qi 代码转换器
dai-ma-zou-cha 代码走查
dai-ming-zhong-duan 待命中断
dai-ming-zhuang-tai 待命状态
dai-niu-xie 带扭斜
dai-ru-fu-he 代入复合
dai-shu-gui-yue 代数规约
dai-shu-jian-hua 代数简化
dai-shu-luo-ji 代数逻辑
dai-shu-shu-ju-lei-xing 代数数据类型
dai-shu-yu-yan 代数语言
dai-shu-yu-yi 代数语义
dai-xu-shu-ju-biao-ji 待续数据标记
dai-ya-suo 带压缩
dai-zhu-shi-de-tu-xiang-jiao-huan 带注释的图像交换
dai-zhuang-dian-lan 带状电缆
dai-zhuang-xian 带状线
dai-zi-mu-biao 带字母表
dan-ban-ji-suan-ji 单板计算机
dan-bian-wang-luo 单边网络
dan-bo 单播
dan-bu-cao-zuo 单步操作
dan-bu-fa 单步法
dan-cheng-xu-liu-duo-shu-ju-liu 单程序流多数据流
dan-chu 淡出
dan-chu-li-qi 单处理器
dan-chun-ci 单纯词
dan-chun-xing 单纯形
dan-di-zhi-ji-suan-ji 单地址计算机
dan-dian-gu-zhang 单点故障
dan-dian-kong-zhi 单点控制
dan-diao-qu-lv-luo-xian 单调曲率螺线
dan-diao-tui-li 单调推理
dan-duan-duan-jie 单端端接
dan-duan-fang-shi 单端方式
dan-ge-cuo-wu 单个错误
dan-gong-chuan-shu 单工传输
dan-gu-zhang 单故障
dan-he 单核
dan-hui-lu-kong-zhi 单回路控制
dan-hui-lu-shu-zi-kong-zhi-qi 单回路数字控制器
dan-hui-lu-tiao-jie 单回路调节
dan-ji 单击
dan-ji-ban 单机版
dan-ji-she-bei 单级设备
dan-ji-suan-ji-xi-tong 单计算机系统
dan-lan-kuan-dai-ju-yu-wang 单缆宽带局域网
dan-lie-zhi-cha-feng-zhuang 单列直插封装
dan-lie-zhi-cha-shi-nei-cun-zu-jian 单列直插式内存组件
dan-mu-shi-jue 单目视觉
dan-pian-cun-chu-qi 单片存储器
dan-pian-ji 单片机
dan-pian-ji-suan-ji 单片计算机
dan-pian-xi-tong 单片系统
dan-ru 淡入
dan-ru-kou-dian 单入口点
dan-se-tu-xing-shi-pei-qi 单色图形适配器
dan-se-xian-shi 单色显示
dan-se-xian-shi-shi-pei-qi 单色显示适配器
dan-shi-jian-fan-zhuan 单事件翻转
dan-shi-jian-suo-ding 单事件锁定
dan-shi-jian-xiao-ying 单事件效应
dan-shu-ju-liu 单数据流
dan-shu-ju-su-lv 单数据速率
dan-wen-chu-fa-dian-lu 单稳触发电路
dan-xi-tong-ying-xiang 单系统映像
dan-xian-cheng 单线程
dan-xiang-chuan-bo-shi-jian 单向传播时间
dan-xiang-chuan-shu 单向传输
dan-xiang-gong-zuo 单向工作
dan-xiang-gu-zhang 单向故障
dan-xiang-han-shu 单向函数
dan-xiang-mi-ma 单向密码
dan-xiang-tong-xin 单向通信
dan-xiang-zhan-zi-dong-ji 单向栈自动机
dan-xiao-shuang-jian 单校双检
dan-xuan-an-niu 单选按钮
dan-yan-li-ti 单眼立体
dan-yao-mi-ma-xi-tong 单钥密码系统
dan-ye-zhi 单页纸
dan-yi 单义
dan-yi-bian-zhi-kong-jian 单一编址空间
dan-yi-sheng-cheng-shi 单一生成式
dan-yong-hu-cao-zuo-xi-tong 单用户操作系统
dan-yong-hu-ji-suan-ji 单用户计算机
dan-yuan 单元
dan-yuan-bian-ma 单元编码
dan-yuan-ce-shi 单元测试
dan-zhi-ling 单指令
dan-zi-jie-jiao-zheng 单字节校正
dan-zong-xian 单总线
dang-an-wen-jian 档案文件
dang-qian-huo-dong-zhan 当前活动栈
dang-qian-mo-ren-mu-lu 当前默认目录
dang-qian-mu-lu 当前目录
dang-qian-ri-qi 当前日期
dang-qian-xing-zhi-zhen 当前行指针
dang-qian-ye 当前页
dang-qian-you-xian-ji 当前优先级
dao-chu-biao 导出表
dao-chu-gui-ze 导出规则
dao-chu-shui-ping-fen-pian 导出水平分片
dao-dai 倒带
dao-han 倒焊
dao-hang 导航
dao-jian-chuan-rao 道间串扰
dao-mi-du 道密度
dao-pai-suo-yin 倒排索引
dao-ru-gui-yue 导入规约
dao-shu-gu-ji 导数估计
deng-chang-bian-ma 等长编码
deng-dai 等待
deng-dai-bi-mian 等待避免
deng-dai-biao 等待表
deng-dai-dui-lie 等待队列
deng-dai-shi-jian 等待时间
deng-dai-yin-cang 等待隐藏
deng-dai-zhuang-tai 等待状态
deng-jia-biao-zhi 等价标识
deng-jia-biao-zhi-bian-liang 等价标识变量
deng-jia-guan-xi 等价关系
deng-jia-wen-ti 等价问题
deng-jia-yun-suan 等价运算
deng-li-zi 等离子
deng-lian-jie 等联结
deng-lu 登录
deng-lu-jiao-ben 登录脚本
deng-shi-luo-ji 等式逻辑
deng-shi-xi-tong 等式系统
deng-zhi-lian-jie 等值连接
deng-zhi-xian-tu 等值线图
deng-zhou-ce-tou-ying 等轴测投影
di-ban 底板
di-cheng-ben-zi-dong-hua 低成本自动化
di-dian-ping-zhuang-tai-te-xing 低电平状态特性
di-dian-ya-cha-dong-xin-hao 低电压差动信号
di-er-dai-ji-suan-ji 第二代计算机
di-er-dai-yu-yan 第二代语言
di-er-fan-shi 第二范式
di-er-zhe-xu-ni-xian-shi 第二者虚拟现实
di-fang-zhu-ce-ji-gou 地方注册机构
di-gong-hao 低功耗
di-gui-cha-xun 递归查询
di-gui-ding-li 递归定理
di-gui-gu-ji 递归估计
di-gui-han-shu 递归函数
di-gui-ji-suan 递归计算
di-gui-ke-mei-ju-yu-yan 递归可枚举语言
di-gui-kuai-bian-ma 递归块编码
di-gui-li-cheng 递归例程
di-gui-suan-fa 递归算法
di-gui-xiang-liang-zhi-ling 递归向量指令
di-gui-yu-yan 递归语言
di-gui-zhuan-yi-wang-luo 递归转移网络
di-ji-ge-shi-hua 低级格式化
di-ji-hu-chi 低级互斥
di-ji-yu-yan 低级语言
di-jie-kong-zhi 递阶控制
di-ka-er-ji 笛卡儿积
di-ka-er-ji 笛卡尔积
di-li-xin-xi-xi-tong 地理信息系统
di-san-dai-ji-suan-ji 第三代计算机
di-san-dai-yu-yan 第三代语言
di-san-fan-shi 第三范式
di-san-fang 第三方
di-shang-xian 地上线
di-si-dai-ji-suan-ji 第四代计算机
di-si-dai-yu-yan 第四代语言
di-si-fan-shi 第四范式
di-tong-lv-bo-qi 低通滤波器
di-tui-guan-xi 递推关系
di-tui-lian-xiang-pin-yin-shu-ru-fa 递推联想拼音输入法
di-wang 地网
di-wu-dai-ji-suan-ji 第五代计算机
di-wu-dai-yu-yan 第五代语言
di-wu-fan-shi 第五范式
di-yi-dai-ji-suan-ji 第一代计算机
di-yi-dai-yu-yan 第一代语言
di-yi-fan-shi 第一范式
di-zhen-ceng-xi-cheng-xiang 地震层析成像
